VIN,brand,model,trim,manufacture_year,mileage,transmission,drive_type,fuel_type,exterior_color,interior_color,accidents,owners,car_usage_type,price,car_age,state,MPG
 1FT7W2B69EEB68823,Ford,Super Duty F-250,"XLT Crew Cab 156"" 4WD",2014,87224, Automatic,4WD,Gas,Gray,Gray,0,1,Personaluse,33795,8, TX,23.5
 1GKFK63878J188552,GMC,Yukon,Denali AWD,2008,200883, Automatic,AWD,Gas,Black,Brown,3,4,Personaluse,6500,14, IN,15.0
 5XYPG4A55LG613595,Kia,Sorento,LX V6 FWD,2020,55679, Automatic,FWD,Gas,Silver,Black,0,1,Fleetuse,24500,2, TX,22.5
 1N4BL4CV6KC147333,Nissan,Altima,SR FWD,2019,75471, Automatic,FWD,Gas,Black,Black,0,5,Personaluse,20990,3, FL,32.0
 1FTEW1EP5LFC80936,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,19536, Automatic,4WD,Gas,Blue,Black,0,1,Personaluse,46999,2, ID,20.5
 3N1AB7AP0FY372250,Nissan,Sentra,S CVT,2015,90519, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,9950,7, CO,34.0
 1FTEW1E53JFB48673,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2018,41968, Automatic,4WD,Gas,Blue,Gray,0,3,Personaluse,32999,4, MD,20.5
 1C6RREFT3LN320987,Ram,1500,"Lone Star Crew Cab 5'7"" Box 2WD",2020,27628, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,37999,2, TX,22.5
 1C4RJFBG6KC750361,Jeep,Grand Cherokee,Limited 4WD,2019,40868, Automatic,4WD,Gas,Red,Black,1,1,Personaluse,32406,3, MD,21.5
 2GNAXKEV7L6156491,Chevrolet,Equinox,LT with 1LT FWD,2020,32957, Automatic,FWD,Gas,White,Gray,1,2,Fleetuse,23949,2, FL,29.0
 1FTEW1C51MFB01780,Ford,F-150,XLT SuperCrew 5.5' Box 2WD,2021,70322, Automatic,RWD,Gas,White,Beige,0,1,Personaluse,39900,1, TX,22.0
 1N4BL4BV1LN314947,Nissan,Altima,2.5 S FWD,2020,20960, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,23401,2, TX,33.5
 1FTEW1EPXLFB58623,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,21235, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,38740,2, NJ,20.5
 1FMCU9GD4KUA28518,Ford,Escape,SE AWD,2019,39214, Automatic,AWD,Gas,White,Gray,0,1,Personaluse,23844,3, NJ,25.0
 WDC0G4JB5KF622610,Mercedes-Benz,GLC,GLC 300 RWD,2019,27238, Automatic,RWD,Gas,Red,Beige,0,1,Personaluse,35498,3, TX,24.5
 1C6RRFFG8KN733026,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",2019,46637, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,33999,3, MI,21.5
 5N1AT3BA2MC819403,Nissan,Rogue,SV FWD,2021,12550, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,33689,1, TX,30.0
 1C4RJFBGXFC168835,Jeep,Grand Cherokee,Limited 4WD,2015,94293, Automatic,4WD,Gas,Gray,Black,1,2,Fleetuse,19650,7, PA,20.5
 2GNAXKEV8L6189743,Chevrolet,Equinox,LT with 1LT FWD,2020,37899, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,23188,2, IL,29.0
 1FMCU0GD8KUB79809,Ford,Escape,SE FWD,2019,23198, Automatic,FWD,Gas,Black,Gray,0,1,Personaluse,22764,3, CA,27.5
 1HGCV1F13KA165138,Honda,Accord,LX 1.5T CVT,2019,14478, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,24988,3, CA,34.0
 1C4HJXEN1LW204644,Jeep,Wrangler,Unlimited Sahara,2020,63066, Automatic,4WD,Gas,Red,Black,0,1,Personaluse,38043,2, NC,20.0
 1FTEW1EG0JKD52484,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,41541, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,39449,4, AZ,20.5
 2C4RDGCG4KR800788,Dodge,Grand Caravan,SXT,2019,66074, Automatic,FWD,Gas,Gray,Black,0,1,Personaluse,22799,3, GA,21.0
 1FADP3F23GL360594,Ford,Focus,SE Sedan,2016,117447, Automatic,FWD,Gas,Black,Black,1,2,Fleetuse,9553,6, TX,31.0
 1C4BJWDG6JL938617,Jeep,Wrangler,Unlimited Sport S (JK),2018,83754, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,25398,4, CA,18.5
 2GNAXJEV2J6120005,Chevrolet,Equinox,LT with 1LT FWD,2018,59787, Automatic,FWD,Gas,White,Black,0,1,Personaluse,19990,4, FL,29.0
 WP0CA2992YS654022,Porsche,911,Carrera Cabriolet Manual,2000,82668, Manual,RWD,Gas,Blue,Black,0,2,Personaluse,24995,22, TX,21.0
 1FM5K8GT4FGA83121,Ford,Explorer,Sport 4WD,2015,82952, Automatic,4WD,Gas,Black,Black,0,3,Fleetuse,23370,7, FL,19.0
 2GNAXKEV1L6243187,Chevrolet,Equinox,LT with 1LT FWD,2020,33314, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,23500,2, TX,29.0
 5XXGT4L34JG271887,Kia,Optima,LX,2018,38517, Automatic,FWD,Gas,White,Black,0,1,Personaluse,19488,4, FL,30.5
 2GNAXHEV3L6243128,Chevrolet,Equinox,LS with 1LS FWD,2020,32492, Automatic,FWD,Gas,Silver,Gray,0,1,Personaluse,23975,2, TX,29.0
 JN1BJ1CW9LW368628,Nissan,Rogue Sport,SV AWD,2020,29186, Automatic,AWD,Gas,Gray,Black,0,1,Personaluse,24900,2, NC,27.0
 1C6RR6MT3HS683226,Ram,1500,"Sport Crew Cab 5'7"" Box 2WD",2017,44693, Automatic,RWD,Gas,Red,Black,0,2,Personaluse,31900,5, CA,21.0
 1FMCU0GD9JUC84986,Ford,Escape,SE FWD,2018,46184, Automatic,FWD,Gas,White,Black,0,2,Fleetuse,19590,4, TX,26.5
 1FMJU1JT2GEF39252,Ford,Expedition,XLT 4WD,2016,177428, Automatic,4WD,Gas,White,Black,0,2,Personaluse,13500,6, IN,17.5
 1FM5K8D89JGA20492,Ford,Explorer,XLT 4WD,2018,99079, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,24995,4, NC,19.0
 3GCPCREH8EG532737,Chevrolet,Silverado 1500,LT with 1LT Crew Cab Short Box 2WD,2014,65000, Automatic,RWD,Gas,Silver,Black,0,1,Personaluse,26597,8, CA,21.0
 1G1ZE5SX2LF024956,Chevrolet,Malibu,Premier,2020,62201, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,25490,2, SC,27.0
 1C4RJFAG4KC793193,Jeep,Grand Cherokee,Laredo E 4WD,2019,50957, Automatic,4WD,Gas,White,Black,0,2,Fleetuse,27990,3, TX,21.5
 19XFC2F56JE202155,Honda,Civic,LX Sedan CVT,2018,34075, Automatic,FWD,Gas,Black,Black,1,2,Fleetuse,19995,4, MD,35.5
 KNDPMCAC6L7798965,Kia,Sportage,LX AWD,2020,13514, Automatic,AWD,Gas,Blue,Black,0,1,Personaluse,26310,2, NY,24.0
 1FTEW1E49KFA82011,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2019,80607, Automatic,4WD,Gas,Gray,Gray,1,2,Personaluse,35810,3, TN,20.5
 1C4BJWDG3HL622196,Jeep,Wrangler,Unlimited Sport,2017,64287, Automatic,4WD,Gas,White,Black,0,1,Personaluse,32499,5, CA,18.5
 1FMCU9JD5HUA30103,Ford,Escape,Titanium 4WD,2017,77311, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,19999,5, GA,25.0
 WBA5R1C5XKAK08244,BMW,3 ,330i Sedan RWD,2019,23838, Automatic,RWD,Gas,White,Beige,0,2,Personaluse,35995,3, TX,31.0
 5NPE34AF6HH568128,Hyundai,Sonata,Sport 2.4L,2017,55186, Automatic,FWD,Gas,Black,Beige,0,1,Personaluse,19256,5, CA,30.0
 1GCGSCEN4K1252054,Chevrolet,Colorado,LT Crew Cab Short Box 2WD,2019,40869, Automatic,RWD,Gas,White,Black,0,1,Personaluse,28563,3, FL,23.0
 1FM5K8GT7GGC99255,Ford,Explorer,Sport 4WD,2016,127000, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,20998,6, CA,19.0
 WMWSV3C52DT395237,MINI,Hardtop,S Hardtop 2-Door,2013,79111, Automatic,FWD,Gas,Brown,Black,0,3,Fleetuse,13288,9, AL,30.5
 KNMAT2MV8KP534564,Nissan,Rogue,S AWD,2019,56223, Automatic,AWD,Gas,Silver,Black,0,1,Personaluse,20998,3, WA,28.5
 1GCUYEED5LZ245962,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2020,18383, Automatic,4WD,Gas,White,Black,0,1,Personaluse,45889,2, CT,20.5
 1C6RRFBG3KN892560,Ram,1500,"Big Horn/Lone Star Quad Cab 6'4"" Box 4WD",2019,29900, Automatic,4WD,Gas,White,Black,1,1,Personaluse,31600,3, OH,21.5
 1C4HJXENXLW220177,Jeep,Wrangler,Unlimited Sahara,2020,24523, Automatic,4WD,Gas,Black,Black,0,1,Fleetuse,41595,2, CA,20.0
 7FARW2H59JE019199,Honda,CR-V,EX AWD,2018,43705, Automatic,AWD,Gas,Gray,Black,0,3,Personaluse,25981,4, CA,30.0
 3MW5R1J51K8A04351,BMW,3 ,330i Sedan RWD,2019,19929, Automatic,RWD,Gas,White,Beige,0,1,Personaluse,37858,3, FL,31.0
 1FTMF1CP8JKD24687,Ford,F-150,XL Regular Cab 6.5' Box 2WD,2018,109126, Automatic,RWD,Gas,White,Gray,0,1,Personaluse,18979,4, TX,22.5
 5LMTJ3DH1GUJ18050,Lincoln,MKC,Reserve AWD,2016,42133, Automatic,AWD,Gas,White,Brown,0,2,Personaluse,21988,6, FL,22.5
 2GNAXVEX7K6103274,Chevrolet,Equinox,LT with 2LT AWD,2019,83214, Automatic,AWD,Gas,Black,Black,0,1,Personaluse,22995,3, NJ,25.0
 1FAHP2E80JG119934,Ford,Taurus,SEL FWD,2018,40045, Automatic,FWD,Gas,Blue,Beige,1,2,Personaluse,18700,4, TX,22.5
 1C6RRFFG5LN231365,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2020,25541, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,37990,2, TX,21.5
 3GCUKSEC7EG259954,Chevrolet,Silverado 1500,LTZ with 2LZ Crew Cab Short Box 4WD,2014,173405, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,17999,8, TX,19.0
 2HGFC2F55HH553896,Honda,Civic,LX Sedan CVT,2017,65410, Automatic,FWD,Gas,Black,Black,1,2,Personaluse,19950,5, CA,35.5
 KNMAT2MT1LP501759,Nissan,Rogue,SV FWD,2020,66668, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,22495,2, TN,29.5
 1C6RR7FT9JS190854,Ram,1500,"Tradesman Quad Cab 6'4"" Box 4WD",2018,105770, Automatic,4WD,Gas,White,Gray,0,1,Personaluse,19995,4, TX,19.5
 5J6RM3H77GL017671,Honda,CR-V,EX-L FWD,2016,144711, Automatic,FWD,Gas,White,Black,0,1,Personaluse,16500,6, CA,29.5
 KL4CJCSM5KB883591,Buick,Encore,Essence FWD,2019,34167, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,22998,3, OH,27.5
 1C4HJWEG2HL564512,Jeep,Wrangler,Unlimited Sahara,2017,60603, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,33362,5, PA,18.5
 5TBET38194S452553,Toyota,Tundra,Limited Double Cab V8 RWD Automatic,2004,88506, Automatic,RWD,Gas,Black,Gray,2,3,Personaluse,9995,18, NV,16.0
 2GNAXUEV5K6290152,Chevrolet,Equinox,LT with 1LT AWD,2019,63113, Automatic,AWD,Gas,Red,Black,0,2,Personaluse,23760,3, NM,27.5
 1FM5K8DH1KGB52678,Ford,Explorer,XLT 4WD,2019,23227, Automatic,4WD,Gas,Black,Black,1,1,Personaluse,33497,3, TX,19.0
 1GNKRFKD9HJ209400,Chevrolet,Traverse,LS with 1LS FWD,2017,101348, Automatic,FWD,Gas,Silver,Gray,1,1,Personaluse,15749,5, MI,18.5
 1C4RJFAG1FC602335,Jeep,Grand Cherokee,Laredo 4WD,2015,97066, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,17000,7, MA,20.5
 1GNSKBKC7FR288858,Chevrolet,Tahoe,LT 4WD,2015,115251, Automatic,4WD,Gas,Black,Black,2,3,Fleetuse,27479,7, FL,19.0
 3GCPCSEC6HG367917,Chevrolet,Silverado 1500,LTZ Crew Cab Short Box 2WD,2017,83373, Automatic,RWD,Gas,White,Black,0,1,Personaluse,30905,5, TX,19.5
 5UXTR7C57KLF25837,BMW,X3,sDrive30i RWD,2019,23469, Automatic,RWD,Gas,White,Black,0,1,Personaluse,35385,3, CA,26.5
 1FTEW1EF7FFA70365,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2015,177337, Automatic,4WD,Gas,White,Gray,1,1,Personaluse,21950,7, TX,20.0
 1FMSK8FH7LGC03571,Ford,Explorer,Limited 4WD,2020,51457, Automatic,4WD,Gas,White,Black,0,1,Personaluse,39950,2, WA,23.5
 1FTFW1E5XLKE37368,Ford,F-150,Lariat SuperCrew 6.5' Box 4WD,2020,17726, Automatic,4WD,Gas,White,Black,0,1,Personaluse,51995,2, MO,18.0
 1C6HJTAG7LL160030,Jeep,Gladiator,Sport S,2020,52664, Automatic,4WD,Gas,White,Black,0,1,Personaluse,33997,2, VA,19.5
 W1N0G8EB0NG053244,Mercedes-Benz,GLC,GLC 300 SUV 4MATIC,2022,2507, Automatic,AWD,Gas,Gray,Black,0,0,Personaluse,49977,0, IL,24.5
 3FA6P0D92LR199500,Ford,Fusion,Titanium AWD,2020,45474, Automatic,AWD,Gas,Blue,Black,0,1,Fleetuse,26199,2, CA,24.5
 1NXBU4EE8AZ337952,Toyota,Corolla,LE Automatic,2010,110418, Automatic,FWD,Gas,Black,Beige,0,2,Personaluse,10130,12, CA,30.0
 2LMPJ6L91KBL47623,Lincoln,Nautilus,Reserve FWD,2019,34146, Automatic,FWD,Gas,White,Black,0,1,Personaluse,37591,3, TX,23.5
 3GCUYEED5MG387195,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2021,8949, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,48999,1, OH,20.5
 3TMAZ5CN4KM102853,Toyota,Tacoma,TRD Off Road Double Cab 5' Bed V6 2WD Automatic,2019,19092, Automatic,RWD,Gas,White,Red,0,1,Personaluse,37995,3, CA,21.5
 3N1AB7AP3KY383608,Nissan,Sentra,SV CVT,2019,69051, Automatic,FWD,Gas,Black,Black,0,1,Fleetuse,15398,3, FL,33.0
 1C6SRFJT9KN677653,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",2019,28812, Automatic,4WD,Gas,White,Black,0,2,Personaluse,45795,3, AZ,21.5
 1C6SRFJT1KN856995,Ram,1500,"Laramie Crew Cab 5'7"" Box 4WD",2019,113981, Automatic,4WD,Gas,White,Black,0,1,Personaluse,35787,3, KS,21.5
 3C4PDCEG9JT370314,Dodge,Journey,GT FWD,2018,72627, Automatic,FWD,Gas,Gray,Black,0,3,Personaluse,19988,4, LA,21.0
 1FM5K8F82GGB88447,Ford,Explorer,Limited 4WD,2016,80000, Automatic,4WD,Gas,Silver,Black,2,2,Fleetuse,23620,6, TX,19.5
 1C4RJFCT5KC856666,Jeep,Grand Cherokee,High Altitude 4WD,2019,29722, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,42480,3, AZ,21.5
 1N4AL3AP5FC255393,Nissan,Altima,2.5 S,2015,69231, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,15990,7, TX,32.5
 1FTEW1EP8JFD59790,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,58190, Automatic,4WD,Gas,Black,Black,0,2,Personaluse,37998,4, NC,20.5
 1FM5K8D87JGA74146,Ford,Explorer,XLT 4WD,2018,48928, Automatic,4WD,Gas,Blue,Black,0,2,Personaluse,35004,4, IL,19.0
 5N1AT2MV6JC713817,Nissan,Rogue,SL AWD,2018,29199, Automatic,AWD,Gas,Red,Black,0,2,Personaluse,27422,4, PA,24.0
 1C4BJWDG9HL522734,Jeep,Wrangler,Unlimited Sport,2017,67416, Manual,4WD,Gas,Black,Black,0,1,Personaluse,28998,5, NC,18.5
 4T1B11HK9KU179745,Toyota,Camry,L Automatic,2019,31553, Automatic,FWD,Gas,Gray,Gray,0,2,Fleetuse,28988,3, CA,35.0
 3GNAXNEV6KL360405,Chevrolet,Equinox,Premier with 1LZ FWD,2019,34117, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,28450,3, KY,29.0
 1FT7X2B64BEC74315,Ford,Super Duty F-250,"XL SuperCab 142"" 4WD",2011,259827, Automatic,4WD,Gas,White,Gray,0,4,Fleetuse,11999,11, AZ,23.5
 1FMCU9HD3JUB22242,Ford,Escape,SEL 4WD,2018,24497, Automatic,4WD,Gas,Blue,Gray,0,1,Personaluse,25977,4, TN,25.0
 1FTFW1CF3EKG31383,Ford,F-150,XLT SuperCrew 5.5' Box RWD,2014,44540, Automatic,RWD,Gas,Gray,Black,1,4,Personaluse,24998,8, TX,20.0
 1FTEW1EP5KFD35867,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2019,62591, Automatic,4WD,Gas,Gray,Gray,0,1,Personaluse,33949,3, OH,20.5
 WA1BNAFY0J2045095,Audi,Q5,Premium Plus,2018,75248, Automatic,AWD,Gas,Blue,Black,0,3,Personaluse,26500,4, AZ,25.0
 1C4HJXFN8LW114356,Jeep,Wrangler,Unlimited Rubicon,2020,63313, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,44997,2, FL,20.0
 4T1BF1FK8HU685080,Toyota,Camry,SE I4 Automatic,2017,51018, Automatic,FWD,Gas,Black,Black,0,2,Fleetuse,18999,5, FL,28.5
 1C4RJFBG8KC671080,Jeep,Grand Cherokee,Limited 4WD,2019,21985, Automatic,4WD,Gas,Gray,Black,0,1,Personaluse,37995,3, CT,21.5
 3VWPL7AJ4DM679471,Volkswagen,Jetta,TDI SportWagen DSG,2013,82464, Automatic,FWD,Diesel,White,Black,1,4,Fleetuse,12997,9, CO,34.0
 1FTEX1C84FFC02757,Ford,F-150,XL SuperCab 6.5' Box RWD,2015,136815, Automatic,RWD,Gas,White,Gray,0,2,Personaluse,18450,7, TN,21.5
 1C6RR7LG4GS335153,Ram,1500,"Big Horn Crew Cab 5'7"" Box 4WD",2016,49911, Automatic,4WD,Gas,White,Gray,0,2,Personaluse,31000,6, TN,19.5
 1C6RRFFG2KN917328,Ram,1500,"Big Horn/Lone Star Crew Cab 5'7"" Box 4WD",2019,21564, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,34990,3, NY,21.5
 1HGCT2B8XEA003882,Honda,Accord,EX-L V6 Coupe Automatic,2014,187992, Automatic,FWD,Gas,White,Black,0,3,Personaluse,11975,8, TX,26.5
 1FTEW1EP7JFA64440,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2018,63428, Automatic,4WD,Gas,Black,Gray,0,2,Personaluse,32990,4, FL,20.5
 3GCPWBEH0LG357850,Chevrolet,Silverado 1500,Custom Crew Cab Short Bed 2WD,2020,38224, Automatic,RWD,Gas,Gray,Black,0,1,Personaluse,34499,2, TX,18.5
 1N4BL4BV9LC130013,Nissan,Altima,2.5 S FWD,2020,69442, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,21799,2, GA,33.5
 5YFEPMAE4MP256656,Toyota,Corolla,LE CVT,2021,24267, Automatic,FWD,Gas,Silver,Black,1,1,Personaluse,20999,1, FL,34.0
 1C4RJEAG9LC268285,Jeep,Grand Cherokee,Laredo RWD,2020,65946, Automatic,RWD,Gas,Silver,Black,0,2,Fleetuse,25498,2, FL,22.5
 1G1ZD5ST5LF064724,Chevrolet,Malibu,LT,2020,59453, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,22964,2, NC,32.5
 5NPDH4AE6DH169251,Hyundai,Elantra,GLS Sedan Automatic,2013,116096, Automatic,FWD,Gas,Gray,Gray,0,4,Personaluse,8990,9, CA,33.0
 1G1PC5SB2E7124196,Chevrolet,Cruze,LT with 1LT Automatic,2014,85254, Automatic,FWD,Gas,Gray,Black,0,2,Personaluse,11498,8, NC,32.0
 2T1BURHE1JC969119,Toyota,Corolla,L CVT,2018,87129, Automatic,FWD,Gas,White,Gray,0,1,Personaluse,17000,4, CA,32.0
 3GCUYEED2KG136115,Chevrolet,Silverado 1500,RST Crew Cab Short Box 4WD,2019,46102, Automatic,4WD,Gas,Gray,Black,0,2,Personaluse,41400,3, KY,20.5
 3VV3B7AX7KM155058,Volkswagen,Tiguan,SEL FWD,2019,21345, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,28533,3, FL,25.5
 1GNALDEK3FZ106127,Chevrolet,Equinox,LTZ FWD,2015,61100, Automatic,FWD,Gas,Red,Brown,0,2,Personaluse,17800,7, CA,27.0
 7FARW2H57KE018604,Honda,CR-V,EX AWD,2019,71799, Automatic,AWD,Gas,Red,Gray,0,1,Personaluse,25495,3, NJ,30.0
 SAJWA01A56FN66578,Jaguar,S-TYPE,3.0L,2006,170000, Automatic,RWD,Gas,Silver,Black,1,6,Personaluse,2000,16, FL,23.5
 1FTFW1E86MFB17839,Ford,F-150,Lariat SuperCrew 5.5' Box 4WD,2021,20872, Automatic,4WD,Gas,White,Black,0,1,Fleetuse,57990,1, UT,21.5
 7FARW1H93JE010186,Honda,CR-V,Touring FWD,2018,76164, Automatic,FWD,Gas,Black,Beige,0,1,Personaluse,23100,4, FL,31.0
 3C6MRVUG5ME589031,Ram,ProMaster Window ,"3500 High Roof 159"" Wheelbase Extended",2021,9165, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,57998,1, TX,29.5
 1FM5K7F88DGB61128,Ford,Explorer,Limited FWD,2013,120825, Automatic,FWD,Gas,White,Beige,0,2,Personaluse,14995,9, FL,20.5
 5N1AT2MT8KC840911,Nissan,Rogue,SV FWD,2019,38825, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,23895,3, NC,29.5
 1GNERKKW7KJ298446,Chevrolet,Traverse,Premier with 1LZ FWD,2019,51245, Automatic,FWD,Gas,Black,Black,0,2,Personaluse,38650,3, SC,22.5
 3GCUKREC2JG394889,Chevrolet,Silverado 1500,LT Z71 Crew Cab Short Box 4WD,2018,20214, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,43396,4, NC,19.5
 5TFDY5F18LX904410,Toyota,Tundra,SR5 CrewMax 5.5' Bed 5.7L 4WD,2020,36090, Automatic,4WD,Gas,Silver,Gray,0,1,Personaluse,45988,2, TX,15.0
 5XYPGDA5XKG489922,Kia,Sorento,LX V6 AWD,2019,72266, Automatic,AWD,Gas,Blue,Black,0,2,Personaluse,22700,3, TX,21.5
 1GCUYEED9LZ320954,Chevrolet,Silverado 1500,RST Crew Cab Short Bed 4WD,2020,15583, Automatic,4WD,Gas,Silver,Black,0,1,Personaluse,47700,2, KY,20.5
 5XXGT4L33LG394552,Kia,Optima,LX Automatic,2020,67390, Automatic,FWD,Gas,Blue,Black,0,1,Personaluse,20989,2, GA,28.0
 1FTEW1E58LKF42583,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,44010, Automatic,4WD,Gas,Black,Black,0,1,Personaluse,39070,2, IN,20.5
 4JGBF71E77A128018,Mercedes-Benz,GL,GL 450 4MATIC,2007,132006, Automatic,4WD,Gas,Silver,Black,0,4,Personaluse,9587,15, CO,17.0
 WDC0G4JBXKV180848,Mercedes-Benz,GLC,GLC 300 RWD,2019,54088, Automatic,RWD,Gas,Black,Black,0,1,Personaluse,30989,3, CA,24.5
 1N4BL4BVXLC209254,Nissan,Altima,2.5 S FWD,2020,51212, Automatic,FWD,Gas,Blue,Black,0,1,Fleetuse,22495,2, NC,33.5
 2HKRW2H55KH636789,Honda,CR-V,EX AWD,2019,52740, Automatic,AWD,Gas,White,Beige,0,1,Personaluse,27998,3, OH,30.0
 5YFEPRAE9LP095670,Toyota,Corolla,LE CVT,2020,30314, Automatic,FWD,Gas,Gray,Gray,0,1,Personaluse,20988,2, FL,34.0
 WBA6A0C53ED317234,BMW,6 ,640i Gran Coupe,2014,92320, Automatic,RWD,Gas,Gray,Black,0,3,Fleetuse,24985,8, FL,25.0
 3FA6P0HD5LR150306,Ford,Fusion,SE FWD,2020,45876, Automatic,FWD,Gas,White,Black,1,2,Personaluse,19750,2, TX,28.5
 1G1ZD5ST4LF102170,Chevrolet,Malibu,LT,2020,50155, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,23110,2, MD,32.5
 3C4NJDCB5KT827182,Jeep,Compass,Limited 4WD,2019,10893, Automatic,4WD,Gas,White,Black,0,1,Personaluse,26500,3, GA,26.0
 2FTZA54657BA18941,Ford,Freestar  ,"121"" WB *Ltd Avail*",2007,166999, Automatic,FWD,Gas,White,Gray,0,2,Personaluse,4289,15, TN,20.0
 3FA6P0HD0KR203699,Ford,Fusion,SE FWD,2019,52327, Automatic,FWD,Gas,Silver,Black,0,3,Fleetuse,19590,3, TX,28.5
 1FM5K7D88GGC33288,Ford,Explorer,XLT FWD,2016,103318, Automatic,FWD,Gas,Gray,Black,0,3,Personaluse,19485,6, TX,20.5
 5YFBURHE0KP926604,Toyota,Corolla,SE CVT,2019,40872, Automatic,FWD,Gas,Black,Black,1,1,Personaluse,19791,3, TX,31.5
 3N1AB7AP6KY414849,Nissan,Sentra,SV CVT,2019,58299, Automatic,FWD,Gas,Black,Black,0,1,Personaluse,17500,3, CT,33.0
 1FTFW1E45LKD45186,Ford,F-150,XL SuperCrew 5.5' Box 4WD,2020,22721, Automatic,4WD,Gas,Red,Gray,0,2,Personaluse,43989,2, TX,20.5
 1FTEW1C89FFA41180,Ford,F-150,XLT SuperCrew 5.5' Box RWD,2015,117820, Automatic,RWD,Gas,Black,Gray,0,3,Personaluse,22990,7, AL,21.5
 3GNAXHEV8KS625669,Chevrolet,Equinox,LS with 1LS FWD,2019,26627, Automatic,FWD,Gas,White,Gray,0,2,Personaluse,23830,3, CA,29.0
 2C4RDGBGXJR231669,Dodge,Grand Caravan,SE,2018,124621, Automatic,FWD,Gas,Silver,Black,0,1,Personaluse,12994,4, OH,21.0
 1FMSK7DH0LGB04362,Ford,Explorer,XLT RWD,2020,22093, Automatic,RWD,Gas,Blue,Black,0,1,Personaluse,36995,2, TX,24.5
 1G1PC5SB6E7274439,Chevrolet,Cruze,LT with 1LT Automatic,2014,110070, Automatic,FWD,Gas,Blue,Gray,0,2,Fleetuse,7995,8, AZ,32.0
 JN8AZ2NF6K9689290,INFINITI,QX80,LUXE RWD,2019,40948, Automatic,RWD,Gas,White,Gray,1,1,Personaluse,43788,3, TX,17.0
 1C4RJFBGXEC293347,Jeep,Grand Cherokee,Limited 4WD,2014,110355, Automatic,4WD,Gas,Gray,Black,2,3,Personaluse,18599,8, GA,20.5
 1FTMF1CM3DKF27920,Ford,F-150,XL Regular Cab 6.5' Box 2WD,2013,31785, Automatic,RWD,Gas,Blue,Gray,0,0,Personaluse,19497,9, CA,20.0
 1FTEW1E57LKD28264,Ford,F-150,XLT SuperCrew 5.5' Box 4WD,2020,62879, Automatic,4WD,Gas,Black,Gray,0,1,Personaluse,34605,2, IN,20.5
 1GCVKREC0FZ192659,Chevrolet,Silverado 1500,LT Z71 Double Cab Standard Box 4WD,2015,96861, Automatic,4WD,Gas,White,Black,0,2,Fleetuse,27471,7, OK,19.5
